0.066,891.685,1024.654,31.250,0.677,0.171,1
0.098,740.136,966.114,0.000,0.761,0.141,1
0.078,857.798,969.322,125.000,0.714,0.161,1
0.078,718.541,945.428,31.250,0.762,0.122,1
0.121,1034.702,1021.070,125.000,0.659,0.205,1
0.102,790.047,942.760,31.250,0.741,0.147,1
0.090,830.699,1003.999,0.000,0.698,0.151,1
0.105,832.015,965.960,0.000,0.722,0.151,1
0.117,730.082,913.505,187.500,0.758,0.129,1
0.098,763.120,911.896,187.500,0.749,0.129,1
0.105,806.362,1001.074,0.000,0.720,0.150,1
0.082,757.402,952.929,0.000,0.747,0.135,1
0.113,816.027,966.448,187.500,0.711,0.143,1
0.047,690.071,954.140,31.250,0.755,0.132,1
0.070,669.646,908.628,31.250,0.790,0.125,1
0.102,815.547,959.070,125.000,0.730,0.154,1
0.121,845.650,964.500,156.250,0.703,0.158,1
0.086,756.523,913.805,31.250,0.747,0.126,1
0.059,723.163,942.038,31.250,0.746,0.132,1
0.105,769.852,972.847,0.000,0.740,0.136,1
0.082,765.661,991.421,31.250,0.743,0.148,1
0.117,784.786,960.232,93.750,0.742,0.147,1
0.074,693.797,892.181,31.250,0.763,0.112,1
0.062,801.993,986.456,187.500,0.710,0.153,1
0.102,775.134,932.526,218.750,0.755,0.134,1
0.113,756.601,937.842,0.000,0.755,0.126,1
0.074,713.980,933.810,62.500,0.755,0.129,1
0.109,768.559,928.117,93.750,0.753,0.136,1
0.090,726.412,931.431,31.250,0.753,0.132,1
0.094,854.574,1022.362,31.250,0.681,0.161,1
0.102,767.930,954.109,31.250,0.737,0.139,1
0.109,842.754,1010.367,218.750,0.709,0.163,1
0.066,736.644,963.301,31.250,0.760,0.144,1
0.121,886.838,1000.888,0.000,0.684,0.155,1
0.094,799.892,942.381,218.750,0.734,0.146,1
0.094,889.571,971.038,125.000,0.691,0.163,1
0.156,829.868,966.182,250.000,0.710,0.156,1
0.125,864.756,962.646,0.000,0.682,0.153,1
0.055,720.819,912.645,218.750,0.764,0.127,1
0.090,850.137,1001.284,31.250,0.698,0.160,1
0.094,701.312,904.266,31.250,0.766,0.122,1
0.098,870.313,996.498,31.250,0.707,0.159,1
0.156,921.437,982.975,31.250,0.690,0.169,1
0.070,670.920,893.164,0.000,0.780,0.114,1
0.145,1021.504,1019.896,93.750,0.622,0.186,1
0.145,948.578,991.225,125.000,0.668,0.173,1
0.137,808.702,952.488,31.250,0.725,0.152,1
0.109,770.424,954.717,31.250,0.730,0.140,1
0.074,728.533,956.151,0.000,0.764,0.137,1
0.098,788.030,970.597,31.250,0.733,0.146,1
0.059,677.122,903.202,31.250,0.776,0.117,1
0.125,800.237,988.871,31.250,0.712,0.158,1
0.094,824.344,995.201,93.750,0.723,0.162,1
0.066,816.474,1000.129,125.000,0.714,0.158,1
0.113,840.300,999.932,0.000,0.690,0.151,1
0.074,791.561,982.204,93.750,0.727,0.146,1
0.066,780.770,955.140,31.250,0.731,0.141,1
0.102,807.099,952.171,218.750,0.732,0.145,1
0.086,834.171,958.100,125.000,0.724,0.150,1
0.094,813.734,983.071,156.250,0.739,0.145,1
0.098,900.137,1016.287,93.750,0.689,0.181,1
0.090,764.875,967.025,31.250,0.754,0.137,1
0.129,793.471,982.097,0.000,0.730,0.155,1
0.121,900.899,1019.656,125.000,0.691,0.181,1
0.109,830.801,926.145,31.250,0.743,0.139,1
0.117,796.321,945.034,125.000,0.742,0.144,1
0.141,828.488,929.240,156.250,0.712,0.149,1
0.074,790.389,968.649,125.000,0.735,0.140,1
0.098,855.226,974.079,0.000,0.716,0.155,1
0.125,819.749,970.160,62.500,0.720,0.149,1
0.102,850.923,942.259,93.750,0.689,0.152,1
0.156,820.443,950.083,156.250,0.705,0.161,1
0.062,726.340,934.699,0.000,0.768,0.131,1
0.102,841.954,998.675,93.750,0.712,0.157,1
0.066,741.068,949.770,31.250,0.750,0.139,1
0.129,816.295,949.297,0.000,0.712,0.145,1
0.117,895.956,1043.098,0.000,0.699,0.180,1
