0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0958,753.7832,0.7737,0.1415,33.2744,12.2893,6.1339,-9.0807,3.1621,0.8175,-1.3948,3.3545,6.752,5.6443,4.7597,5.7671,3.3726,5.2991,2.3904,2.6243,1.0
0.0994,745.9061,0.7715,0.1338,33.1582,12.827,7.5473,-7.7236,0.2296,0.13,-0.4764,2.9838,7.3681,7.0085,4.3174,4.9733,3.209,3.5039,2.3473,2.1553,1.0
0.0954,758.4891,0.7509,0.123,32.1502,5.3378,6.1115,-2.0566,2.6626,3.3224,0.2834,2.6086,6.6476,8.4833,4.127,3.561,3.8991,2.3712,2.9406,2.4916,1.0
0.0732,621.4031,0.8064,0.0969,34.2888,6.736,7.0079,-1.7887,3.353,4.5077,-0.237,3.8954,5.2086,4.034,2.7688,1.9542,2.2492,1.9773,2.1986,1.4683,1.0
0.0674,643.5315,0.7957,0.1001,33.6958,7.4308,7.8814,-0.4645,1.8217,2.8492,0.0314,2.9876,4.2847,2.6944,2.7775,1.7582,2.0181,1.7752,1.6457,1.6598,1.0
0.0735,642.6031,0.7974,0.0961,34.3711,6.3721,8.0168,-2.5797,0.7651,3.9088,-1.4424,1.209,5.8921,4.4862,3.3371,2.8086,2.413,3.0645,2.4867,3.0834,1.0
0.1026,771.7228,0.7452,0.1309,30.3232,4.7927,8.9796,-5.2727,2.0264,7.616,-0.3853,2.3436,5.8997,7.825,4.5505,4.1143,4.1075,4.2785,4.6291,2.3823,1.0
0.2051,1180.9305,0.5941,0.2846,14.1516,10.6374,4.7596,-4.8604,0.7028,3.3993,0.8242,3.1041,16.3556,4.362,2.6794,3.8396,2.7802,2.3449,2.267,1.8818,1.0
0.1086,867.9808,0.7251,0.1737,25.1024,15.1978,6.9543,0.9804,-1.2829,0.1383,-1.9677,-0.0251,10.5147,7.0553,7.7803,3.9334,4.7697,5.6679,3.6312,3.8834,1.0
0.1678,957.3716,0.645,0.134,29.7072,-2.3325,0.5459,3.163,-1.6393,0.0208,3.4366,-0.8491,13.3121,13.5903,7.524,6.6176,5.7377,2.6761,5.0385,2.9449,1.0
0.097,807.2345,0.7591,0.1641,32.4613,18.0471,4.8355,1.3783,1.832,-0.8457,-0.5737,0.1827,17.6696,15.6503,5.1405,3.3534,3.5063,4.4892,3.5697,2.0978,1.0
0.0771,781.3739,0.7316,0.1357,21.9664,4.5531,3.8173,-1.7674,1.5488,5.4239,1.1553,0.458,9.177,10.8967,3.7274,3.3674,1.6795,3.7725,3.3152,4.5556,1.0
0.1372,938.7294,0.6614,0.1313,25.9534,-2.7083,2.9245,-3.4993,-3.8685,1.4087,1.6495,-2.0598,10.1997,11.3433,6.3597,5.7518,4.6146,5.6237,4.2313,3.1595,1.0
0.2472,1244.3256,0.6059,0.2823,19.9506,11.3115,3.9461,0.4427,-1.8157,1.1704,0.2919,-0.8609,28.097,10.2294,5.6723,4.9668,2.9372,3.9904,3.3275,2.6181,1.0
0.0345,635.4815,0.789,0.1224,23.6195,9.763,2.3781,0.8695,2.0778,1.0944,0.7243,3.3974,6.0851,4.2488,2.5885,5.1349,3.0696,2.3572,3.0571,2.4785,1.0
0.076,893.7384,0.7035,0.2196,12.6574,15.7655,3.1774,1.6287,1.6815,3.5798,-0.085,3.0728,8.7414,5.9467,4.0983,2.7954,2.0922,2.0366,2.0124,2.297,1.0
0.057,719.761,0.7529,0.1537,20.2383,11.3163,7.1711,0.4931,4.376,2.887,-0.1238,2.2672,6.8309,5.6525,2.9011,2.5926,3.0648,2.0121,2.1128,1.913,1.0
0.0551,676.4933,0.7629,0.1341,21.076,9.6984,6.0505,0.4905,1.7369,2.3549,1.3591,1.6597,9.1754,7.9123,3.2689,2.8849,3.476,3.2147,2.5683,2.2293,1.0
0.1037,902.5082,0.6765,0.1604,23.7714,11.4942,8.3996,-0.4922,-1.2744,-0.2617,-0.2184,-1.5202,11.7579,13.1683,3.8942,6.3197,6.1454,7.5406,3.5817,3.7852,1.0
0.167,1173.9165,0.5741,0.2503,13.5951,6.9449,5.5389,-3.5871,2.2061,3.8455,-1.7774,-0.2719,6.864,14.3863,4.9341,4.2933,4.4932,4.7038,1.8688,3.9633,1.0
0.1147,858.1932,0.7063,0.1471,25.691,4.6447,4.3145,-1.7245,-2.3835,1.2941,2.2736,0.7213,13.0852,9.4145,3.4455,3.7422,4.1578,3.5918,4.0469,2.3078,1.0
0.1195,962.1413,0.6395,0.13,27.0682,-7.6408,-1.2773,0.8312,-1.9981,-0.5412,1.2767,1.5403,14.2672,12.4408,9.5512,3.9092,6.5979,4.636,3.7559,4.0028,1.0
0.0718,675.7266,0.7611,0.0959,36.2485,5.359,5.6799,-0.9929,-2.4933,2.0342,-0.0207,3.4094,11.9526,14.4844,6.6508,8.1088,7.6326,4.7485,4.6257,4.1599,1.0
0.0507,616.6182,0.7943,0.1053,28.1212,7.7829,5.4957,-0.1518,1.014,0.5588,0.4332,3.8543,3.9893,3.5385,1.9954,2.6104,2.3757,1.9893,1.7737,2.3688,1.0
0.1473,1033.7957,0.625,0.2258,17.511,6.6514,6.9861,-6.8362,1.8219,4.1871,0.4158,1.4788,8.879,8.3327,3.2362,4.7447,3.1716,2.6479,3.0598,2.9938,1.0
0.1089,1044.5015,0.6478,0.258,14.35,13.7273,3.464,-1.7466,1.0637,-0.7279,1.6156,2.9295,16.2863,6.9577,5.3146,4.312,3.6759,3.433,3.6552,2.5044,1.0
0.1862,1302.755,0.5328,0.3249,2.6569,8.6366,4.91,-1.7612,1.1265,4.5865,-0.4263,1.7653,8.624,5.589,3.3182,6.016,4.066,3.7515,2.1119,2.1975,1.0
0.1589,974.4559,0.6793,0.2022,22.5995,10.8644,5.7512,-4.7775,-0.9364,3.5746,1.5615,1.5272,14.7923,4.4169,4.0929,5.2266,2.533,2.5381,2.4609,1.887,1.0
0.1123,772.459,0.7327,0.0951,34.6534,-3.2751,1.3995,-0.3959,-0.1045,2.9407,-0.2237,2.1218,14.4664,8.3192,7.6714,3.5714,4.3445,3.7233,3.4468,3.603,1.0
0.1129,827.3174,0.7496,0.1388,31.1372,9.1867,1.9341,-0.4443,-1.1114,1.9937,-0.0033,0.8319,17.4049,9.0242,9.5857,4.238,3.9261,4.7714,3.5698,2.6855,1.0
0.1632,1002.0375,0.6417,0.1503,23.8831,-4.5667,-1.4412,-2.1834,0.4039,4.7429,-0.6953,0.9718,15.9912,13.1461,9.9807,7.2823,4.276,5.8536,5.6251,3.6733,1.0
0.1579,980.0685,0.65,0.1589,23.6929,5.7776,3.2727,-1.4671,-5.9006,-0.1316,1.0324,-1.456,8.6302,11.4753,10.9684,5.2054,6.8368,3.7611,4.4027,4.9697,1.0
0.1125,803.5256,0.7405,0.101,30.9625,-2.6724,-4.0837,0.4743,7.0856,1.0013,-1.4597,-1.0305,8.6964,13.5013,9.4947,6.8017,6.9465,3.4763,2.6199,2.9167,1.0
0.144,862.0565,0.6686,0.1014,31.8859,-4.8469,-2.3848,3.4588,-3.4527,-2.1218,-0.3829,2.1489,14.008,13.1164,6.425,5.7953,5.1943,6.0695,3.7085,4.5637,1.0
0.1014,782.7462,0.709,0.1166,27.8555,4.5252,10.0371,-1.1868,-0.8101,4.6129,0.2192,1.3669,13.7394,13.1286,7.4028,5.5525,4.4787,5.1998,1.641,3.2807,1.0
0.048,732.6207,0.7586,0.1684,15.4392,15.0057,3.6119,3.6792,1.679,2.041,0.0468,1.7923,5.9357,5.2874,4.4637,2.8435,2.0156,1.6443,1.6638,2.0436,1.0
0.0794,765.119,0.7421,0.163,20.9749,11.1341,7.2231,2.4556,5.7326,1.5784,-2.2549,3.2597,12.4666,8.7212,5.1057,4.507,2.6558,3.1962,3.3843,2.7965,1.0
0.1299,962.8972,0.6683,0.1905,18.7456,8.1933,6.4274,0.2346,-2.0486,5.3638,1.1288,-0.1906,13.3195,4.3639,5.7087,2.6851,3.5268,3.1326,3.4527,1.7758,1.0
0.0927,767.4718,0.7226,0.0871,34.5329,-1.493,2.6162,0.2737,-2.6439,0.3499,0.1711,-0.4552,10.535,9.5903,6.9589,5.3279,5.6239,3.6601,3.0195,2.4056,1.0
0.1031,901.4207,0.6855,0.1498,21.058,3.8757,3.6139,-0.5684,-1.0384,3.2978,2.5695,-1.4412,8.2027,9.0589,7.0998,5.9403,4.4934,3.9918,2.7501,2.0455,1.0
0.1731,1029.7369,0.6166,0.1524,23.9053,-6.4698,-0.1041,3.0958,-1.4408,3.4664,0.5705,0.2872,15.2591,14.9072,7.4814,6.9249,5.9268,4.5124,4.0486,2.205,1.0
0.1193,907.2727,0.6427,0.1143,26.9727,-9.5136,-0.1428,1.3032,0.3044,2.4514,3.0201,0.6592,10.5707,11.5133,7.3028,7.5905,3.877,3.9817,3.1434,4.0087,1.0
0.0997,835.7996,0.7041,0.119,29.7127,1.602,1.3655,2.3824,-0.7245,-1.3556,2.9183,-0.3502,10.8415,12.8551,5.9566,5.5582,2.7966,4.3727,6.981,3.6593,1.0
0.1723,1135.0677,0.6258,0.2487,19.1009,17.5039,3.2987,-1.9155,-1.2858,-2.174,-1.9994,-0.3451,18.8615,17.5903,6.3353,4.2792,3.9135,5.3728,3.3093,3.2854,1.0
0.0593,657.8191,0.7995,0.1051,31.4279,9.4082,3.3522,2.2643,-0.5033,2.1128,0.0546,-0.8044,14.4248,6.4903,7.2347,5.2729,3.1273,3.4246,3.6806,2.5377,1.0
0.0533,782.4731,0.736,0.1629,19.204,13.9269,8.5818,0.5424,-1.5114,4.0827,-1.7929,0.7189,9.1322,6.1545,3.7709,2.9445,3.8884,2.8064,2.9671,1.4575,1.0
0.072,912.4882,0.6977,0.217,13.9068,16.3662,2.9533,1.2112,-0.5092,2.14,1.7685,0.7243,9.2477,6.2213,3.8863,2.2405,3.4871,2.6889,2.7297,2.3003,1.0
0.1295,918.6356,0.6913,0.2232,19.4684,16.7621,9.0854,-4.1014,2.6791,3.2223,-1.6,2.7403,16.1391,5.0547,3.8108,4.3761,3.7246,3.8411,2.6357,3.0735,1.0
0.1041,887.4687,0.6625,0.1398,23.012,-1.3205,3.2148,1.1232,0.9952,1.6041,1.1748,2.5614,8.2473,12.4673,4.0735,3.5132,3.4605,4.7737,4.1984,2.3569,1.0
0.1186,892.0533,0.7014,0.1577,26.2238,6.3587,0.0221,-2.4538,-1.3896,1.1736,-0.1697,1.9845,12.5015,10.5826,7.4899,5.2536,5.931,3.7664,4.7816,4.9073,1.0
0.1323,819.6648,0.7629,0.0846,35.3178,-5.1992,-12.0628,0.6799,6.7278,2.1651,-0.8174,-0.7306,8.4291,12.2439,8.6442,6.6878,5.2916,4.0242,3.0376,2.5461,1.0
0.1067,979.1228,0.636,0.1643,22.1753,1.8329,3.6594,2.3014,-1.2295,1.4648,2.5684,0.7724,8.1029,9.0909,4.7729,4.0656,3.3051,3.254,3.5085,2.6763,1.0
0.1206,885.2176,0.6639,0.1161,26.119,-1.3869,7.3431,-5.0385,-5.6055,1.7615,1.8722,-1.27,6.6717,11.8176,9.2149,5.5199,4.7481,4.1354,5.1647,4.8677,1.0
0.1728,1057.6335,0.597,0.1573,19.8897,-6.8136,-0.1015,-3.8361,1.604,5.4886,-1.7426,-1.1492,15.599,12.6038,7.1312,7.3054,3.9552,4.7867,2.2109,2.766,1.0
0.0794,841.2077,0.7111,0.1847,19.5154,11.6055,4.7362,3.2788,2.8635,-0.1435,-1.051,4.8377,12.4368,5.9265,3.6937,3.5075,3.0257,4.091,2.8641,2.7516,1.0
0.0544,781.5356,0.7443,0.1804,16.6983,15.5146,5.0994,2.9143,3.0106,2.0438,-1.0778,3.4818,6.5986,4.0309,4.5073,3.6282,1.8474,3.1464,3.2636,2.4097,1.0
0.0662,761.5953,0.7519,0.154,22.2434,12.054,4.8601,1.7397,0.6083,4.3628,0.5052,1.8711,8.7976,4.2487,3.4805,1.8977,3.0895,3.4652,1.9896,3.2252,1.0
0.1143,889.0006,0.6684,0.1793,18.02,2.8939,6.7964,-2.5247,3.1958,3.2055,2.0484,2.3368,5.3057,6.8885,4.1809,3.1485,4.6034,2.7797,3.8371,3.3289,1.0
0.0909,720.2482,0.7779,0.0986,32.6197,0.1781,-6.0793,-2.1591,9.3999,3.1859,0.2878,3.1292,11.5228,6.851,6.7728,5.0788,4.8379,2.6076,2.8466,3.0469,1.0
0.1128,783.003,0.778,0.1177,35.0637,4.7932,-3.6754,-6.3043,3.0873,1.7749,-0.0231,4.0203,10.42,6.551,7.5115,5.2145,4.2268,1.3938,2.1253,1.9754,1.0
0.0901,664.5263,0.8066,0.0884,36.1401,1.5212,-2.7838,-6.5282,5.7099,0.1948,-1.4623,4.1797,10.6028,6.6522,8.2561,3.6323,3.3273,3.1244,2.622,2.3595,1.0
0.0883,716.4416,0.7934,0.1014,33.1913,1.4839,-5.725,-6.8395,3.6183,0.0464,-1.3699,3.8591,10.0649,7.7102,8.2743,4.1084,2.9956,2.4346,2.6179,2.5321,1.0
0.1002,777.405,0.7568,0.1257,29.9497,2.6573,-4.3711,-4.92,4.9231,0.7287,-0.2364,4.8993,11.6691,7.4482,8.5502,3.5989,3.6118,2.1965,2.8418,2.6793,1.0
0.0985,763.6061,0.7526,0.1489,26.8419,6.3878,2.0439,-4.6798,6.0329,2.2045,-1.8101,5.8242,5.2832,3.7626,3.9424,2.7069,3.2998,2.2262,3.0245,2.2915,1.0
0.0759,702.946,0.7555,0.1347,24.3199,8.3041,7.7598,-0.4973,3.288,0.724,0.0762,4.1069,3.8448,1.9393,2.6622,2.287,1.9744,1.9058,1.8046,2.0355,1.0
0.0906,721.2361,0.7583,0.1232,28.486,5.2815,4.6216,-1.7393,1.7237,1.9299,-2.0065,4.3937,10.828,10.2556,4.79,4.5696,3.233,2.3221,1.6604,2.4662,1.0
0.0752,695.6555,0.7767,0.1185,29.9036,7.6618,4.6665,-1.5003,4.0259,1.5326,-0.5853,3.561,7.1921,4.7329,5.5999,3.3153,3.1181,2.6298,1.848,2.1975,1.0
0.1236,883.4161,0.6938,0.1945,19.7639,14.2606,10.756,-4.3519,0.0654,6.8426,-0.7727,1.9223,7.6727,5.9253,4.1206,4.062,2.9496,4.3616,3.0572,2.7117,1.0
0.0803,898.2714,0.7147,0.1962,24.6025,20.8078,9.6934,-3.3555,1.1048,0.835,-2.2765,-0.23,7.7735,8.2903,5.5241,4.4451,2.2886,3.8758,2.9581,2.6753,1.0
0.1292,914.2792,0.6639,0.1767,26.5708,9.2418,11.7166,-6.0708,-4.4065,2.0037,-2.6886,4.0528,9.2559,15.1505,9.0516,5.1031,7.0052,4.0735,7.8237,3.3768,1.0
0.1316,1153.2053,0.6309,0.295,16.9578,25.5227,5.9634,-3.5114,-1.24,2.4489,-3.3137,2.6983,12.0662,12.2531,7.41,5.6298,3.7591,3.2719,5.1759,3.0612,1.0
0.1022,816.2485,0.7222,0.1394,30.6841,10.9693,7.4268,-2.416,-4.6096,1.9446,-2.8522,2.0664,8.6563,13.6973,7.6294,5.0994,5.2843,4.2419,7.1355,2.9602,1.0
0.1101,843.9996,0.7231,0.1815,25.1226,15.78,8.8882,-7.8613,0.2149,1.058,-4.0585,3.2633,12.135,10.811,6.8756,4.3298,3.3209,3.187,3.4992,4.2945,1.0
0.0588,600.9222,0.8324,0.1072,34.3505,22.9818,9.3011,-1.3305,0.3619,0.047,-3.8457,1.3317,6.7396,6.978,8.5022,5.6469,2.7118,3.3896,4.1531,3.0051,1.0
0.0714,772.0603,0.75,0.1572,26.1868,18.3723,11.0116,-0.1092,1.1481,3.3767,-2.0157,1.6706,7.9145,7.3251,4.0537,4.8929,2.7846,4.9599,3.1022,1.9654,1.0
0.1171,934.2563,0.6776,0.2201,17.9875,15.7921,8.3359,-3.5611,-0.4676,2.463,-1.1557,2.5324,9.697,6.1643,3.7084,6.9506,4.2507,3.992,1.8222,4.3394,1.0
0.0799,759.7344,0.7492,0.1354,30.7749,11.8657,7.4533,-0.7274,0.0357,0.7225,-1.5203,0.7456,9.6808,12.9237,7.1501,3.6659,4.9353,2.9705,4.3944,4.4184,1.0
0.0915,971.0826,0.6685,0.2252,14.7089,13.8388,6.958,0.671,0.416,3.9574,-1.3772,0.9784,14.9806,2.9694,4.127,4.0999,3.7939,2.929,2.9123,2.2726,1.0
0.1249,1169.3782,0.6021,0.2842,9.5376,12.2389,4.1771,-1.6179,0.0385,1.9707,-0.3863,2.2269,15.694,7.1439,3.446,5.0462,4.8483,3.0266,3.05,2.2036,1.0
0.1793,1044.8516,0.6429,0.2193,22.4978,11.443,9.4105,-4.2457,-4.1942,1.8588,0.491,2.4404,18.7442,11.9494,4.9421,6.158,6.2001,5.3098,3.8763,3.2774,1.0
0.161,1110.5156,0.5959,0.2472,17.1875,4.5448,7.6174,-11.3482,0.9349,5.6438,-0.615,2.6187,8.8077,13.7294,6.7637,5.8087,3.1853,4.5929,5.4819,3.8375,1.0
0.1389,1017.2376,0.6479,0.2027,23.0836,1.1856,4.26,-11.1381,-0.5133,3.521,-2.1317,3.4868,14.8612,11.8724,7.7368,6.6213,4.1303,4.2578,4.0652,3.0351,1.0
0.1599,1156.7836,0.588,0.2385,16.3466,2.7758,3.7403,-6.6169,3.8099,5.6524,-0.6917,1.1624,10.4247,10.0267,6.7633,6.331,3.8422,4.7795,2.8444,3.2958,1.0
0.0757,650.3076,0.7913,0.1171,28.4124,10.8309,8.0211,-5.4292,-0.3455,-1.7243,-1.1792,3.0681,4.1714,3.5575,3.0797,2.8776,2.6664,2.0894,3.021,3.0604,1.0
0.0575,664.7609,0.7786,0.1324,24.1081,11.5695,8.3945,-2.9677,1.8812,0.1532,-1.6744,2.7355,4.1191,2.2252,2.2291,2.2829,2.2755,2.8486,1.6847,2.3289,1.0
0.0518,646.5618,0.7877,0.1345,22.072,13.5716,6.0402,-0.6307,2.454,0.5543,-0.5868,2.4514,3.1838,3.8346,2.8568,1.9327,2.1513,1.7586,1.8706,1.9429,1.0
0.0804,808.618,0.7186,0.1596,21.3835,4.8369,3.8202,-6.8871,2.6063,3.3336,-0.8494,2.1455,6.9379,11.9811,3.3158,5.6289,2.5039,3.4001,2.792,3.6116,1.0
0.1389,897.3987,0.6944,0.2053,22.7206,11.4583,4.8958,-2.3545,4.5393,0.6059,0.0209,4.29,11.2663,6.1573,7.2432,5.2851,3.0285,2.2113,3.3702,3.2415,1.0
0.2612,1275.0314,0.6077,0.3188,16.1088,16.4869,-0.588,-4.1125,4.1105,2.5512,-2.0629,4.6572,18.1257,10.8215,8.7119,3.3436,3.1432,5.1522,2.689,2.547,1.0
0.3183,1523.1914,0.4763,0.4176,7.8952,17.2427,7.4601,-8.5982,1.7868,0.7865,-3.5354,4.1628,19.6401,7.4615,5.5633,9.0533,4.8747,6.3069,3.1964,3.2035,1.0
0.1752,1133.4873,0.6081,0.3148,16.7064,21.9494,10.4987,-10.031,3.5177,-2.3791,-4.717,6.0571,7.814,9.4477,3.7523,3.9034,4.1366,5.334,2.3154,2.6092,1.0
0.1183,955.9167,0.6694,0.2118,25.088,14.4851,12.3142,-9.9083,-3.3718,-1.6267,-3.9267,4.1199,8.1752,10.3778,8.8523,4.9539,4.7051,3.7086,2.7787,3.0444,1.0
0.2409,1256.8231,0.5216,0.312,16.3389,11.0844,12.4997,-8.3406,-3.1657,-0.1672,-3.4314,5.7547,13.6615,12.3988,5.9552,6.1459,9.2825,4.5916,3.8829,3.6528,1.0
0.1331,913.8791,0.6867,0.2176,23.5005,12.9965,5.7379,-6.7924,3.4867,-1.0515,-3.4625,4.9599,7.3448,4.1877,7.2856,6.0612,6.4568,3.9707,5.3077,3.196,1.0
0.0897,814.6038,0.73,0.1774,21.5525,16.2089,7.9216,-3.7146,-0.269,1.3122,-1.6789,2.3828,6.2087,6.5678,3.3772,5.6149,3.2078,3.7426,3.4975,2.087,1.0
0.0891,845.139,0.7315,0.1832,21.0675,15.401,1.268,0.768,1.329,0.0539,-0.042,0.9129,9.5092,6.7438,4.2168,3.3825,2.3756,1.8283,3.1385,2.7616,1.0
0.0612,763.5538,0.7525,0.162,20.8696,14.0631,3.7123,2.2127,1.6062,1.0362,-0.3106,3.2539,9.9323,4.8798,5.0217,3.3681,3.151,2.34,2.0771,2.618,1.0
0.0586,718.809,0.771,0.141,25.4768,12.0808,5.0313,-1.3207,2.9707,2.7901,0.8887,3.9179,6.2371,4.1239,2.5492,2.7006,2.7914,2.2597,2.8607,2.111,1.0
0.1017,781.8646,0.7309,0.1208,28.2384,2.1537,4.0934,-0.7785,4.7561,3.6094,-0.0392,2.4426,6.1053,11.8992,4.5485,5.7754,4.942,4.7915,2.666,3.1845,1.0
0.1104,909.7183,0.7055,0.1961,23.9025,11.2217,3.7161,-7.056,5.0866,2.2749,-1.5066,3.6282,6.9843,4.0683,6.9334,6.5884,3.7595,3.1414,1.8559,3.2646,1.0
0.1298,873.2097,0.6906,0.1187,26.854,-5.7374,2.0509,-1.9094,2.5365,5.465,1.088,1.7534,5.3003,10.0184,6.4078,6.2274,2.6778,3.3756,3.618,2.4152,1.0
0.1013,765.4589,0.7545,0.1314,31.1395,9.1149,9.1123,-9.2392,0.1357,0.2235,1.1778,3.0728,4.2315,7.4424,3.9899,5.2099,6.1456,3.4147,3.2519,2.8836,1.0
0.1276,969.9988,0.6571,0.1906,22.9994,8.2317,8.9845,-6.6818,1.0171,1.3165,2.8374,-0.1002,7.4804,10.5963,6.0334,3.3882,6.842,5.0931,3.4424,2.0102,1.0
0.1332,939.6362,0.6765,0.2024,22.0502,12.9346,9.4778,-7.0001,-0.8324,2.0375,-1.6608,3.3719,6.7312,6.2587,6.1205,6.8041,5.5822,4.3086,2.6341,4.4777,1.0
0.1247,890.3754,0.6827,0.1475,27.9552,-2.1059,6.696,-7.1792,3.4592,2.3536,0.6587,3.8545,6.2617,10.047,6.1659,5.7515,4.6502,4.5682,2.9263,2.9005,1.0
0.0979,730.5812,0.7516,0.112,30.4725,1.7431,5.9672,-3.9367,0.6222,3.3422,0.655,3.2102,5.2132,7.1577,3.3477,3.299,3.3863,2.3643,1.9051,2.3387,1.0
0.0445,617.3704,0.8018,0.1153,27.4143,11.3982,5.6447,0.1186,2.1067,0.8733,-0.3804,2.7135,7.4376,2.4143,2.6734,2.8283,1.7368,1.7809,1.6057,2.2157,1.0
0.0524,645.1105,0.79,0.1227,24.4121,9.7768,4.0527,-3.1371,-0.0777,3.2911,1.361,2.8669,5.0443,5.5245,3.1274,3.446,3.8499,3.3806,2.8403,2.5062,1.0
0.0907,730.8319,0.7526,0.0978,32.0281,3.9382,7.0155,-4.5732,-6.7916,2.7796,2.3475,2.0963,4.9579,7.7444,2.8935,5.439,7.651,3.2937,3.6908,2.9856,1.0
0.0931,764.7453,0.753,0.1437,27.2198,13.6544,7.5357,-5.8132,-4.7652,-1.9866,0.3959,2.8231,6.3045,6.0148,4.8238,3.6102,6.3834,2.2752,3.1552,3.299,1.0
0.121,936.7204,0.7009,0.1921,24.7776,14.064,6.3709,-6.2066,-2.3765,2.4511,-0.4602,3.267,11.5947,7.2673,6.0195,4.7964,5.4901,3.3773,3.1649,3.5151,1.0
0.0951,742.5513,0.7393,0.1062,30.3236,0.4574,2.4449,-1.5133,-2.7829,2.4452,2.2102,2.8226,7.1125,8.206,3.6084,4.0208,5.1453,3.9507,2.9554,2.565,1.0
0.0921,925.7378,0.691,0.1957,20.6077,11.4753,5.32,-5.4941,-0.9365,2.8874,0.36,3.1247,10.9603,7.2713,4.7696,4.6242,4.1971,5.0317,2.772,2.4219,1.0
0.1019,733.3298,0.7689,0.0992,34.0511,1.6303,0.7905,-5.6947,2.4397,1.7522,1.7204,1.3667,5.3514,8.2816,7.4364,5.0975,3.5761,3.1392,3.2132,3.109,1.0
0.0882,792.23,0.7457,0.1622,24.7892,13.6644,5.4221,-4.3783,3.2046,2.0642,0.0382,1.3511,8.4189,2.2929,3.7084,4.0093,2.3519,3.0492,2.2404,2.637,1.0
0.0839,851.3448,0.7195,0.1754,21.1304,10.7075,1.5271,-0.9191,-0.6222,0.1376,1.389,2.6767,8.6285,6.7956,2.6246,2.1371,2.1327,2.8003,3.9386,2.0342,1.0
0.0428,581.3836,0.8149,0.0982,29.8781,10.5734,6.2239,0.7217,0.7912,1.0078,0.8029,3.9744,6.2576,4.9614,4.2544,2.5845,2.2862,2.4594,2.7036,2.9958,1.0
0.0783,704.4432,0.767,0.1351,26.6931,10.4671,6.6698,-4.8014,1.0489,2.6074,0.2873,4.1939,8.2036,4.6923,3.3425,4.7574,2.3837,3.3227,2.5996,3.1605,1.0
0.122,842.4943,0.6829,0.1378,29.8472,0.0323,9.0165,-2.9393,1.1035,2.0552,-0.9585,3.8933,13.0197,14.7771,4.2671,6.2342,3.9131,3.1798,2.7174,2.6845,1.0
0.0954,749.5894,0.7571,0.1019,37.1775,5.378,3.8335,-6.0842,-2.4585,1.1516,-0.8373,2.0109,11.7716,16.5514,9.9732,6.8826,6.4337,4.3588,2.8216,2.5308,1.0
0.1128,838.78,0.6999,0.1334,27.0365,3.6537,7.0873,-2.7493,-2.9861,1.3263,-0.2862,3.8316,9.4962,9.6101,7.1874,3.2295,7.4552,4.7082,3.2103,3.6949,1.0
0.1623,964.8973,0.7164,0.1582,32.8112,2.0416,-6.6976,-2.9061,2.9086,2.4052,-1.9035,2.3432,15.0581,11.6117,7.2283,8.7106,6.6301,3.2999,2.4564,2.5291,1.0
0.095,757.309,0.721,0.0793,36.5482,-3.6255,5.6722,-2.4387,-4.2116,2.9366,2.5439,1.2734,12.1885,13.9956,10.6929,5.4829,7.9205,3.9851,4.404,3.2701,1.0
0.0383,636.8899,0.7867,0.1205,22.4254,9.2285,3.0934,0.7613,-0.8638,1.9737,2.0283,4.3568,3.0641,3.6933,2.5791,2.9271,3.6122,1.9383,3.0752,2.5755,1.0
0.1047,930.3108,0.6852,0.2026,19.4222,11.4075,6.3296,-1.2542,-1.4012,2.9086,1.9045,4.2037,8.5188,7.9347,6.1798,5.3145,4.0082,3.5591,3.4682,2.2423,1.0
0.0815,703.1385,0.7862,0.1196,29.9854,12.7307,5.4944,-1.2228,-2.2045,4.7622,1.0873,4.0818,4.6518,4.6045,4.1277,4.47,3.3827,2.7047,2.4853,2.5694,1.0
0.1531,1083.2725,0.6215,0.1633,20.3424,-6.3869,-7.3556,-1.9739,0.9457,0.2481,1.2448,-2.2125,5.5342,7.8284,6.7722,3.3256,4.4952,4.5357,3.46,4.7436,1.0
0.0725,734.1289,0.7594,0.1394,26.0781,9.5217,4.9261,-2.7196,1.5238,0.1574,1.0229,2.5233,5.0881,5.284,5.0159,2.9834,2.1054,2.7838,3.0221,2.0633,1.0
0.0951,864.6622,0.7165,0.198,21.0905,15.8183,5.0615,-4.5457,5.2114,1.2745,0.8548,4.4048,7.0806,5.0282,4.8827,5.2205,2.1651,2.1624,3.1698,2.9125,1.0
0.1739,986.8569,0.6466,0.2474,20.9263,15.1128,11.1139,-12.2025,2.5308,0.0158,-2.6034,6.3373,8.8471,8.6082,7.253,5.7824,7.0425,4.8797,5.1427,3.5579,1.0
0.1733,1073.1805,0.5925,0.2774,14.7785,13.4223,13.9942,-11.4703,0.7493,-1.4288,-4.7154,3.0611,5.8558,8.3606,6.854,7.4094,4.8429,4.0362,5.5431,2.3434,1.0
0.1171,945.4529,0.6522,0.1992,18.4625,4.5983,7.7768,-8.2017,1.0874,0.4909,1.2079,3.8323,6.099,10.5549,3.2018,6.6756,3.1599,3.3264,2.6185,2.5216,1.0
0.095,799.6296,0.7312,0.1456,24.9942,7.1205,4.124,-4.5338,-2.5371,0.0071,3.5837,2.0045,7.5024,5.8304,3.6086,4.2916,4.0192,2.3423,4.0666,2.0434,1.0
